label,text
1,والشكرلله والفضل لله النعمه انعم الله علينا وجعلنا الماء شي حي
1,عنجد الكذب اكبر ورطه
0,هههه انا ناحيتي هاظ الانسان قاعد بلنص اقرف واحد
0,كسم البرامج العربية متخلفة بنت شرموطة
0,يلعن ابوك
0,بس مش منهم البنات يلي بالجروبات
1,نعم الاخ أطيب قلبه
1,تحزن الله معك
0,هلأ كففت قسوتك
1,يارب تهدينا الصراط المستقيم
0,المرة الجاية راح الرفع للميه استمر الخلط
1,اللهم ارزقني حبك حب أحبك حب عمل يقربني لحبك
1,الهم سدد خطاه وجعل الاسلام نور لكل البشر
1,ربنا أصلح أحوالنا
1,اللهم ارزقنا الصحبه الصالحة
0,اين ذهبوا العلماء والمخترعين والمفكرين جرب جرب
1,﻿يا لطيف الله يلطف فينا يصلحنا ظاهر باطن
1,اللهم أبعد عنى شهوات الدنيا وقربنى منك وأغفر لى ولكل المومنين
0,قمة التخلف والانحطاط
0,كنا نقول عاهات
0,اغرورقت عيناي بالدموع
0,شو هاض المنشور الوسخ
0,الله حيك شيخ ابراهيم بالفعل حكم يا نشمي
0,معوق جنة جورج وسوف
0,مش طبيعي
1,استعنت بالله وتوكلت ونيتك صادقة وف يقف الله بجوارك يخزلك ابدا احبك ربى
0,فكره المعلقين هدول ولاد حرام
1,﻿البيت اللي فرح سعادة دايما بكون متفائل سعيد بحاضره مستقبله
1,تحزن الدنيا اشي تحزن
0,سبحان الله الزلمات ثافهوووون
1,﻿انا بحبك لله
1,﻿صباح يغِسلُ گل يروقني فيً حيٱتيَ حيٱة ٱحبتيّ يِجًعلنٱ نتَنفِسْ حُبٱ
1,الحب الحقيقي عملة نادرة فعلاً نعمة كبيرة الله عزوجل
1,يا عمي احلى الاكبل
0,كلهم فاجرين
0,للأسف البعض يعتقد المفاعل النووي سيحل مشاكلنا الاقتصادية ولكن الأردن يمتلك موارد مالية وهذا يعني الحاجة لشريك أجنبي اعلنت هيئة الطاقة يملك غالبية الأسهم تركيا سبيل المثال وذلك يعني الشريك سيمتلك الجزء الأكبر المفاعل ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي يوفر الكهرباء بسعر
0,﻿ رهيب حسن تعاالى تعاالى
0,بعن الله ابوك وعدوله يالسامج
0,تنظرون الشام يقتلون بدم بارد
0,رائعة الحَرف نَقية المَعنى
1,قال رسولنا الكريم مثل المؤمنين توادهم وتراحمهم كالجسد الواحد اشتكى عضو تداعى لسائر الجسد بالسهر والحمى
0,اصواتهم التوتر خربت
1,اللهم اهدنا ثبتنا
1,﻿سبحان الله اللهم أرزقنا الطمأنينة اليقين
0,ولاةُ أمرك الوهابيين يكرعون الخمر والسديقي كرعاً بالسر والعلن تطبيق الحدود عليهم
0,سخافه مالها حدود
0,خنقوووني
0,محششين خخخخ
1,دعوة اخاك بظهر الغيب ترد
1,﻿الشكر لله اولا د ر خالد سبب أرتد الحجاب
0,﻿ والله الحياة كلها بتخزي بدونكم
1,رائع ولاجمل ♥حب ربنا
1,يا سلام الوفاء
0,﻿للي مفكرين المفاعل راح يطورهم المفاعل راح يدمر الأردن المنطقة اللي حولها لأن الفساد الموجود بالأردن مش موجود بدوله أخرى وهذا يعني الفاسدين رايحين يسمسروا يلهفوا لما يوصلوا اشكل مفاعل للأردن ناسين المفاعل يحتاج بحر ماء للتبريد لانملك ماء للشرب ناسين التطور بمشاركة الجميع بقرار فردي ناسين أقر المفاعل المحتكر الأول هيئة الطاقة شاغرها بقي معلق أثناء فترة تسلم طوقان وزارة التربية التعليم ؟؟؟ لدول المتقدمة بدأت تبحث بدائل للمفاعلات احنا بنشتري الخربان منهم مشان التقدم بلدنا بفضل الله لديها طاقة الرياح طاقة الشمس يتم إستغلالها بدل المفاعل النووي طالما أكلنا معظمه فاسد صالح الجشع الطمع الفساد
0,يلعن الساعة بشرت فيك
0,﻿ اقسم بالله منتهيي
1,الله ايه الجمال ده سبحانك ربي
1,رضيت بالله ربا وبالاسلام دينا وبمحمد صلى الله وسلم نبيا ورسولا
0,اخبار مسخرة
0,لعنكم الله جهنم وبئس المصير ايها العازفووووون
0,اللي صوةتو بشبه ابو وديع ليش بتمسخرو
0,برنامج فاشل
0,اه يا ابو القمل
0,ملاحظه الكبسه بتكهرب والله
0,﻿ مجانين أحد يضحك عليك وأنتم قدامه وتكمل
1,عجل يا الله
1,المواساة والمحبة بكل الامور رمز الاخوة
0,﻿ لازم يحكم عليهم بالسجن
1,ياي ازكاه هاد الاكل
0,﻿ مستحيل يطلع واحد يفشل كذا
0,ولو انسان وعنده احاسيس ممكن هالموقف اللي الكل يشوفه يتعقد هالإنسان حياته كلها
0,حسيت كله تمثيل وسخافة غباء
1,اللهم رزقنا مكارم الاخلاق
0,تستحي تقارن القران بوحدة ساقطة انعل ابوك ابو الملحد
1,الاولى تغيير العالم تغيير النفس بداخلنا
1,الوفاء قلبك لقيت
1,قصة جميلة تعلم الناس كمان الامانة لان اخذ القليل اخذا الكثير
1,اجمل حاجه الحياه كلها اننا نرضي ربنا وبس مش كتير والله علي ربنا بالعكس ده حاجه نعمته علينا كفايه اننا مسلمين بس الحمد لله
1,الحب الاصيل الوفي بكل معنى الوفاء
0,وين القناه التافة تعرض هذول المعاتية صحيح انحطاط
0,انا انجنيت
0,اقسم باللله العرب الشعوب تخلفاا
1,يجب مسلم الإعتزاز بدينه الأمور صغيرها كبيرها
0,ليش يعني اخترت مصيره فتح يا تافه المؤتمر السادس كمان يا ابن الكلب
0,شو انا مسخرة كلكووو خنازير
0,تفه عليك وع شكلك ، أول نشهرت طلقت زوجها ، خنزيرة
1,ترك شيءا لله عوضه الله خيرا
0,والله انك فشلت العرب
1,﻿اللهم تدع لى ذنبا غفرتة للهم اصلح لى دينى
1,﻿يا يرزق النعاب عشّه هيّء مقادير
1,تقنتوا رحمه الله وسعت شيء مهما عصينا فلنا رب كبير رحيم ورحمن
1,الدين أخلاق
0,قوة اللا بالله العظيم ،لم أكن أعلم نسبة ذكاء العرب منخفضه الحد
1,﻿صباح النور السرور الورد المنثور
0,شو يعني بدك ايانا نحكي وراكي مش حلوة
0,الله ينتقم حمزه منصور واعوانه حسبنا الله فيهم
1,اللهم اعز المسلمين
0,﻿للأسف البعض يعتقد المفاعل النووي سيحل مشاكلنا الاقتصادية الأردن يمتلك موارد مالية يعني الحاجة لشريك أجنبي اعلنت هيئة الطاقة يملك غالبية الأسهم تركيا سبيل المثال وذلك يعني الشريك سيمتلك الجزء الأكبر المفاعل ملك للأردن وبالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر وبالتالي المفاعل النووي يوفر الكهرباء بسعر
0,دلوع
1,﻿اللهم ارزقنا ترزق البغاث تسلميلي هنوده حلوه كثير الله يفتح عليكي يهدينا اياكي
0,اعطيه علي راسي هدا الصح ياحاجه الله اكبر
1,بطلت كتير ابطل والتزم ربنا برجع تاني ارجع ارجع اكتر الاول
0,حسبي الله ونعم الوكيل فيكم
1,﻿من توكل الله يعانق قلبه النور الصفاء
1,ياااااارب اعنا عدم معصيتك
1,اللهم القلوب الضاله
0,﻿مش شايف العالم مش ملاقيه الخبز واحد بشتغل سياره رح يوكل هوا بارتفاع المحروقات الاكل الشرب رح يرتفع
1,وياريت بتظبط الكذب ماوش رجلي
1,﻿الحمد لله مااكرمك يا الله
0,﻿ سماجه سماجه ووالله البنانيين دمهم ثقيل مره
1,ربنا يباركلك يا أستاذي يعزك
0,شو الاشي بيضحك ازنخك
1,نعم صدقت لله درك
0,يارجاااااااااله ينهاااااار﻿ منيييييلل
0,والله شككني البرنامج انة سوبر ستار برنامج كوميدي
1,﻿اللهم انا نعوذ بك الرياء النفاق
0,حرااااام والله حزنت شو هالموقف الشنع
0,ثقيلين دم كثير
1,دم البشر أحمر
0,الغلط مو المشاركين الغلط نفس البرنامج المفروض مرحله فرز البدايه لايطلعو الهواء
1,﻿مثال جميل برة لكل يحمل رسالة الاسلام
1,﻿الدين المعاملة بالمظاهر
0,﻿ تضحك كانها مفجوعه شيئ
1,احلى الواحد يوكل وينام
1,لطيف
0,بارد ومصقع
0,ازا حالك احسن حالو دوس لايك وقول سبحان الله
1,الله يهدي النفوس
1,﻿اللهم قني عذاب النار ادخلني جناتك
1,الحمدلله حال
1,﻿و الله ثقف ده بيقول كلام زى الفل
1,باذن الله بديت ولو مؤخرا بنفسى الحمد لله
0,﻿ سخافه
1,﻿اللهم اجعل سريرتي خير نيتي اجعل نيتي صالحة
0,لهالدرجه متخلفين الوطن العربي؟؟؟؟؟؟
1,العبرة بالختام
1,﻿اللهم ارزقنا الاخلاص القول العمل السر العلن الرخاء الشده العافيه المرض الابتلاء
1,يرزق يشاء بغير حساب
1,صباح جميل الكون
0,فيديو بايخ
1,﻿كرامتى اولى
1,يااااااااااا الله احلاه خبر والله فرحتوني
1,﻿صباح الخير الاشراق الامل
0,هيك بدهم الخونه اتباع ايران الاخوان المفسدون
0,عنجد زلمة شكلو بخوف
0,الله يسامحك حبيبتي افهمتيني غلط
0,تليفيزيون المستقبل صار سيء للغاية أدري ليش
0,شو بالا يا دانيا المشكلة مش عارفه تكتب هعهعه
0,تشهير ملعون والدين المفروض يعرضونه
1,الله الكلام يا رب أعينا
0,تخسا هما واحد بشد عأيدهم مشكلتو شعب سوري يدعون البراءه وهم قمة النذاله
0,﻿ أخ يا بطني عورني الضحكككك
0,فشرت عينك
1,﻿ما شاء الله الله يثبتك
0,﻿للأسف البعض يعتقد المفاعل النووي سيحل مشاكلنا الاقتصادية الأردن يمتلك موارد مالية يعني الحاجة لشريك أجنبي اعلنت هيئة الطاقة يملك غالبية الأسهم تركيا سبيل المثال يعني الشريك سيمتلك الجزء الأكبر المفاعل ملك للأردن بالتالي ستقوم الحكومة ايضاً بدفع تكاليف الكهرباء للمستثمر بالتالي المفاعل النووي يوفر الكهرباء بسعر
0,واحد عنجد ادب الله يموت امثالك
0,تعليم الاطفال علا الاغاني وعلا الرقص بدلن تعليم﻿ القران الكريم بدلن تعليم الدين الله يوفقكم
1,يارب كون معاي نو ترك شيئآ لله عوضه الله خيرآ الدنيا الآخره جربو وحتشوفوا بعينكم إللي حيحصل
0,فلسطين راحت يا ولاد المخنثة لعنة الله عليكم فظحتونا
1,اسعد الله صباحكم علامتنا بالخيرات
1,نعم الوقت يمر بسرعة
1,﻿املأ رئتيك بعبق السماء ولادة صباح جديد تهتز الحياة تحتفل أيقظ عقلك بالنور ابعث همتك حية متوثبة ، لتطوي نهارك فرح
1,﻿اللهم رزقي فقربه قريبا فيسره كثيرا فبارك
1,إنما المؤمنون أخوة
1,سبحانك ربي اني كنت الضالمين
0,بشار الاسد كــــس أخـــتـــــك
0,﻿منك لله بس
0,فعلا برنامج ساقط واللي بيتابعه أسقط
0,والله ذا الادمي معاق
1,صدقت يا أستاذ عمر
1,يا مقلب القلوب ثبت قلوبنا الاسلام
1,حفظ سور جديدة تسميعها الصلاة يساعد التركيز
0,﻿ يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض البنك كونهم عاهات
1,ترك شيئا لله عوضه الله خيرا
1,يأتيك بالأرزاق تدري
0,عاهاتك يا وطن
0,بقطعكم شو حقودييين
0,واحد هامل
1,الماء اساس الحياه
1,هاكدا دين المحبه الصحيح بس للاسف الكثيرين يتبنوه حسب يشتهون
0,شو هالافكار الجهنميه يا خال
0,هاد كلو كزب ياهبلة والله
0,كلب وحقير
0,فطست ضحك الشايب
0,الحمد الله علشان نرتاح جميلة الدعم
0,انا شايفو انو المفاعل راح ينعمل الاردن راح يخدم دول تانية عني مش عشان سواد عيونا
0,عندها صوت قوي بس للأسف الحين مثل غيرها
1,﻿سبحان الله مالك السموات الارض
1,قول يارب ادعي كتير انك تكره المعصيه وربنا كريم
1,الله موجود
1,﻿و يرزقكم تعلمون
0,يلعن ابو التخلف
0,الله اكبر ظالم
0,طلعوا العرب اخس واخس واخس
0,المرأة تهان وتعامل كأداة جنسية تحت مسميات عديدة كالمسيار والمسفار والمصياف إلخ وكلو بتمنو
0,اقرفني والله
0,هل الثقه بالمشتركين زاايده لدرجة العمى محيطهم يجاملهم بجمال صوتهم
0,عني يعلقو انا
0,اسفل بعضهم
1,﻿يا جماعه دعواتكم لاهل سوريا فهم اشد الحاجه لدعائنا لنرفع اكفنا لرب الكون يحميهم يحمي امة محمد تنسوهم دعائكم المال وهبكم الله فيا بني ادم يوما ويوما عليك تدين تدان
1,يوم اكل وانا مش مستعجلة
1,والله الرساله دي جاتلي وقتها قولت اكيد ربنا بعتهالي الحمد لله وخات القرار
1,اللهم كن اخواننا سوريا
1,للهم أملأ قلبي بحبك وحب نبيك وحب عمل يقربني حبك
0,لإنه النووي ضرره علينا اكتر بكتير فوائده
1,مافى أجمل قوله يارب يتجه الله عز وجل يتركه الله ابدا
1,﻿انا بدأت اتحرك شاركت بفكرة ستغير الكثير واقعن
0,حبيبي شرلبوني يموت شرلبونا انا مدريدي﻿ ماني مغير لعيونه
0,ياحيوان ماشي ريال مدريد
1,﻿جمال الصفحة جمالكم رقي اخلاقكم متأكد صفحتنا ستعجبك فأنضم الينا ادعو اصدقائك فنحن نسعد بك بهم
1,بارك الله فيك يانوسة وجعلها ميزان حسناتك
0,﻿احنا بدنا اياه لانا منفهم المفاعل النووي طاقتنا صعب علينا بكرة بذكركم سألوا الباص السريع الثقة معدومة القمح فاسد المصفاه مش حسب المواصفات الخضار الفواكه مواد كيماوية شوارع مش مصانة حفر مطبات خ الافضل استغلال الطاقة الشمسية الريح الماء هروب التطور انما الابتعاد الفشل الأكيد عبر التجارب
0,عنجد انو بالة
1,اللهم يا محول الاحوال حالى أحسن حال
1,اجمل الدين
0,عااااااااهاااااات
0,الله يلعن علمكم التطور يا متخلفين يا رجعيين
1,ادعي الله يقوني علي طاعته
1,حلو الشخص عنده هدف يشتغل الدراسه شئ ضروري
0,الله يرفعه مكانه اللي برفع الاسعار
1,دربي زدني ثقتا بك فانه لايخيب وثق بك
1,طبعا التقرب الله خير علاج للحالات النفسية
1,الابتسامة كلمة بدون حروف
0,حيوان وكلب الله يموتك
1,يا سلام أحلى يواسي المسلم أخاه أخلاق الإسلام أصبحنا نفتقدها يوماً يوم
0,﻿شو عاجبك متلا ؟ لتكون سيارتكم
0,يا اخوان انتبهوا انة المشتركين المايعين لبنان سوريا وهذا حالهم لان تركوا ملة الاسلام وتبعوا الميوع الشيطان
0,يع شوهاي الوساخة
1,ماشاء الله عليكم بجد موضوع مهم والاهم الرقي الرائع الحوار
1,والله اني احبك الله يا
0,جد مجنون
0,﻿ والله عيب بهدلتو حالكم
1,ايارب يتقبل منا
0,ياحيوان
0,﻿ يا اخي وين تروح بالاردن تخطى مناطق الشخصيات المهمة بالبلد الباقي كله مكرهة صحية
1,يارب يقدرنا ادخال المياه النظيفة لكل بيت محتاجة المياه
0,﻿الرفض القاطع للمشروع لانه بس يتم يشتغل تمام رايح ينباع يتم تاجيره نصير نشتري وقود مخصب ويصير اغلى الكهربا لانه للاسف شي بعيد ايدي المفسدين الاستغلاليين يصير زي مشروع تسمين البقر ؛ينتجو الطاقه وتروح لاطراف خارجيهخالرج اطار حاجة العامه
0,تنفيذ الحكم الرد الاول وتم اعدام اول راس والباقي بالطريق
0,ليش هيك معجبين الاردني
0,عيب يغني ده السادات وده ابن مره
0,الرابع سكران
0,﻿ والله بلسه يع
0,تفوووو عليك
1,حينما ننجح الانتصار انفسنا
0,﻿منكو لله احنا لاقيين حق الخبز لحتى ترفعو البنزين صار الواحد يحب يخلص دراسه عشان يضل بلاردن لانو اشي رواتب اشي جد بلد مش فقير بس كلو بوكل كلو الله بنلوم الحراميه ع هيك بلد
0,﻿ هالانسان مجنون لابس بدلة رياضة وجاي يغني لو صوتك زين اللبس عدل
1,﻿صباح الاماني المحققه باذن الله
1,ونعمه بالله
1,﻿اه النعمة
0,﻿ واي ناس فاظيين صج عاااهاات
0,اللي مصخرو انفسهم
0,خراي احسن علوي ومحب لهاجحش خربت سورية ياكلب
1,اللهم حسنت خَلقنا حَسن أَخلاقِنا
0,﻿صحح الخبر ش تحرير المشتقات النفطية إنما توليعها
0,﻿و الله حرام الناس مش لاقيه توكل ترفعو البنزين
0,مارح يتغير شي سنه رح نلاقي بالجرايد خالد النووي يطالب ابراهيم النووي بتأجيل مشروع المفاعل النووي لان مشاريع اهم زي مياه سفيان الديسي وخط ابو يوسف للباص السريع عادي
1,كلام صحيح شان هيك الدول اللي بطالة والمجتمعات المفتوحة بتقل المشاكل النفسية
1,الخشوع المرحلة التالية للتركيز والتركيز يأتى بإطالة القراءة والتدبر واطالة الركوع والسجود
0,قرف يعيع
1,اللهم اكفني بحلالك حرامك واغنني بفضلك عمن سواك
1,اللهم إني اسألك صبراً
0,انا بكرهك
1,ضع امنياتكم سجده انساها وتاكد الله ينساها ابدا
0,﻿بلد يديرها اغبياء حراميه
1,﻿يا رب رضينا امنا صدقنا فارضينا برضاك عنا اجبر كسر قلوبنا هون علينا
0,شي مؤكد انك حمار
0,زمان ماشفت مخلوقات فضائيه هع
0,﻿ الله يلعنكم يا اولاد الحرام الفن اهله وناسه يحتاج مسابقة زبي تفو
0,حرام تحمل اسم عظيم زي هيك
1,معلومه ممتازه
1,حلو كلامك عزيزي
1,ركز الإجابه وقول يارب وخد قرار
0,الراجل الابس ثوب جاكيت شكله مسطول جنوب السودان
0,حبة بنـــــــــــــــــــــــــــادول
1,﻿دائماً تبعث النشاط الحيوية النفوس صباح اسعد الله صباحك
1,قصه جميله ودايما انا بحب اسمع البرنامج
1,﻿تفائلوا بالخير تجدوه اعملوا الصالحات
0,﻿مع مين بتحكي بتول انشالله حالك
0,فشرت عين الشيعة والله بنحرقهم حر
0,التاسعه تبي تكسر الكميرا
1,والله الحبيبة يا طيبة
0,ماشي هسا انا صرت ولة طيب حدا بيشبهك كتتير
1,بارك الله دين الاسلم
0,فيروسات بشرية
0,الظاهر عقلك تافه اصحاب العقول المقفلة
1,ربي يهديهن
1,﻿اللهم اني اسالك اخلاص النية كرم الطوية
0,﻿و كمان بالمقارنة بالدول الأخرى الجانب التقني فإن مفاعل الفرنسي الياباني مفاعل الروسي يتم تجربة تشغيلهما الأول يبدأ العمل تصميمه ، لذا توجد مراجعة شاملة عميقة لسلامة التصميم، بغض النظر الأردن فلا توجد آفاق تجارية لهذا النموذج اللحظة تصميم فتم الهند ذكرت تقارير جاهز للعمل نهاية ، يتم تشغيله لحد
1,﻿ربنا يصلح احوالنا يا رب ظاهرا باطن
1,﻿انا بحب الناس بتمنالهم الخير
0,اقترح تحويلهم طبيب القضاء
1,صحيح
1,صباح السعادة العامرة
1,﻿و الله حبيبي
1,﻿لك كلك ذوق حكمه
1,﻿أحب الله تعالى رسوله الكريم
1,ربى يزيدن ايمان وتقه يارررب
1,﻿الله يشافيك يعافيك داء وهامة أخي سيد الوكيل
0,والله كذب سوبر ستار القذر هذاا
1,المومين بعضهم كالبناء الزى يشد بعضة البعض
1,صباح الحب الله علينا جميعا
0,﻿حسبنا الله نعم الوكيل فيكم مجلس النواب الحالي يمثل الشعب الاردني فهم سأئلين الشعب يبحثون مناصب وزاريه رواتب خياليه المواطن الاردني طفح الكيل معه اصبح يطيق الحياه
0,مش طبيعي سماكة الدم شو ها عدولة خرب المفطع لشو المبالغة والاوفر يعني
0,فاشلين نهاية
1,يارب كرهنى وابعدنى فيما يغضبك
1,الله عليك يا شيخ تحفة
0,﻿و الله احلا شيء الواحد يهاجر يشتغل حرامي عشان يقدر يعيش الله يوفق السبب الله حرام
1,اللهم امثالهم
1,بارك الله فيك أنانضال فدعولي بزوجة صالحة
0,الدول المتقدمة تتجه لستخدام الطاقة المتجدده لانها اقل كلفة وليس مخاطر البيئة والانسان ونحن نعاني ضائقة مالية كبيرة وشحة مياه شديدة وكلنا يعلم مدى حاجة المفاعل للمياه اذكركم بما حدث اليابان الدولة الاكثر تطور مجال التكنولوجيا عبارة جزر وكذلك كم أثر علينا المفاعل النووي الاسرائيلي وحالات السرطان المنتشرة ولو لاحظنا التشوهات الخلقية الاكثر جنوب البلاد
0,عنجد بخزي شو هاد حساب ازياء طلع باله
0,﻿هاي نتيجة ينحط انسان ي موقع مسؤوليه
0,قلولهم سوبر ستار مش مسابقة لبياع الخضار
0,كس امكم يالعرب يابهايم يابقايا حضارات الامم
1,والحاجة بتحبها دي مش اكتر حاجة زينها الشيطان واقنعك بحلاوتها بس هتندم بعدين
0,﻿و الله حرام الله موتوه لشعب الاردني وين بدنا نجيب الكو وين يا الله ارحمو الارض يرحمكم السماء الله حرام
0,يا امة ضحكت جهلها الامم
0,قرف شوهاد شي بخزي عنجد
1,﻿كلام جدل
1,اللهم اروقنى يواسينى الدنيا والاخر
0,﻿و الله مش عارفة شو بدنا نسوي نشحد مثلا
1,ينور عليك كثر امثالك
1,وسط يوجد تركيز
1,يا معين يا رب
0,﻿ ومازال العود مصدي
0,يا اخوان احنا قرفنا
0,العرب مو بتاع الشغلات لاكن احنا فاشلين الله معطينا متطلبات التحظر والتطور لاكن احنا لازقين بهلتفاهات ونضن انو التحظر
0,لو يطلع عليهم مخيم اربد مخيم الحصن مخيم الزرقا مخيم عمان مخيم البلقاء مخيم الشهيد عزمي المفتي بفضحو عرضاتهم كلهم
0,﻿ يلعن اوم السخاافه
1,ربنا يقوينا ويقدرنا
1,امين يا رب شاب زي الفل شاء الله عليك
1,الله يبارك ايامنا
1,﻿المسلم الفطن النقي يتصرف بما يرضي الله السر العلن نسأل الله عز وجل نتبع يرضيه عنا
1,مسلم ويعرف قلبه الوفاء فكيف حال المسلمين اللهم أرزق بنات المسلمين زوجا طيبا محبا مثله
0,الله ينتقم منهم اجمعين اللي بالي
0,يلعن اوم الطفش
0,احلى زبالة بوجهك
1,﻿صباح الدرب للجنة
0,﻿لنفترض جدلا اضرار صحية بيئية سينتج بناء مفاعلات نووية سلمية ، دعونا نفكر الكلفة اولا كلفة بناء عالية لعدم امتلاكنا لهذه التكنولوجيا شكل ديون تثفل كاهل العشر اجيال القادمة، ثانيا لنفس السبب سنستورد خبراء للتشغيل لسنوات طويلة مما يزيد كلفة الطاقة العكس ناهيك حصول اخطاء مفترضة مستقبلا ثالثا اين المكان البعيد المدن الاردن واين مصدر المياه الكافية للتبريد رابعا حق المواطنين اصحاب القرار الحصول تقرير منشور للاثر البيئي مسبقا نفس الوقت نستطيع الحصول نفس كمية الطاقة الصخر الزيتي نمتلك احتياطي هائل الغاز الطبيعي المؤمل مستقبلا الطاقة الشمسية طاقة الرياح بكلف نسبيا اقل بكثير النووي اعباء ديون اضافية
0,هاض بعرفو بس مقرف
0,ويوجد البديل الطاقة المتجددة
1,صح
1,اللهم ارزقنا نكون مثلهم
1,استطيع اللهم ارزقنا العافية وشكر نعمتك
0,انتم يا قطريه شن عارفكم السياسه انتم لاعندكم جيش استراتجيه ثابته انتم عملاء امريكا يا خونه
1,﻿اللهم اجعلنى خيرا مما يظنون اغفر يعلمون
1,ناس كتيرربنااكرمهابنعمة الاسلام ولكنهالاتدرك قيمتها
1,الزه شكله بشهي بدييييي
0,مياعة وسئالة عدولة والي معو
0,﻿ اظن انهم حبو وانجرحوا وضاعت عقولهم دخل قلوبهم اغاني الجروح عشان كذا حافظينها وجايين يقولونها اللهم لاشماته
0,انا لاحظت بلبنانيين انهم ماعندهم روح الكوميديا نهائيا
0,ليش معصب يا عدولة
1,﻿ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله
1,عم الرجال
0,عنجد بنت فاشلة
1,عظيم إسلامنا،
0,يا ثقل دمه الاصلع
1,﻿كلام جميل الكرامة أفضل ابقى للإنسان
1,الخشوع أمر مهم جــدا الصلاة
1,استعينوا بالله يا مسلمين
1,اللهم انى استغفرك واتوب اليك
1,صباح الورد والفل
0,ابو الشباب راعي العود ليش ماوزنه البيت غباء
1,اللهم اذقنا حبا رائعا حلالا طاهر
0,حفظ الله وطننا ايدي المنافقين المتأردنين
0,انخرس
0,حكي جرايد
0,اكاديمي اللي خلفت عاهات للفن المعاق فيزيدون الطين بله
0,افهم وين جاي يا ابن الكلب
1,الله اكبر احلاكم اشجعكم
0,اخييه مااسخفها تقلللد
0,شيئ مؤسف الله يهديه
0,لآ مش فاهماك
1,اكيد
1,بدعى طول الله يرزقنى الخشوع
0,﻿عادي محنا اتعودنا الرفع يوم يومنا احنا بنعرف الرفع همه برفعو نحنا بندفع حسابنا
0,يضحكون م شاففوا انفسهم ، لو قلنا غنوا جابوا الععيد فالحين بس الظرافةة هـ الشيبان
0,يلعن أم الأزعاج
0,مقاسك مناسب يا شريف
1,أهلا وسهلا بك بيننا يا طارق
0,اسخفك
1,اخذت القرار برجع تانى وخايفه اموت وانا بغضب ربنا سبحانه وتعالى انى انا حسه انى قلبى مليان وعامر بنور الله اعمل ايه اجوك انصحنى
0,والله ماهم اللي مسخرة انا اللي مسخرة اللي تفرجت عليهم
1,احسن قولاممن دعاالي وعمل صالحاووقال انني المسلمين،
1,الهم اصلح بنات المسلمين
1,عمل السريرة العمل الخالص لله اللهم ارزقنا عمل السريرة
1,تبتنا ياربن علي دكرك وشكرك حسن الخشوع صلاتك
1,يارب ثبتنا اخذ القرار لان ده الاهم الاصعب
1,اللهم باركي واهدي مسلم لطريق النور
0,اغبياء
0,﻿ والله يحرر عزبت بنقاليه
0,بالله يا شباب وش رايكم بالاشكال هل تتوقعون اهلهم كارهينهم والناس تجي لاهاليهم وتقول حرام عليكم هذول دمكم
0,﻿ مسخرة
0,مش حلو
1,﻿و بلبل شادى بفنه
1,ونعم بالله أختار قرب الله خاب ابدآآآآ الله دى راحه وده شعور الحمد لل
0,البراامج اللي تخلف العاهات للفن الهابط فن اليومين
0,﻿اقطع راسها وخلص
0,﻿اكيد حياتي حدا بشبهك لو نتحرت زمان
1,نعم الصديق الوفى
0,يستهبلووا
0,ويحطمو رؤوسهم بارجلهم
0,هبله
0,حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف
0,اهما ودهم يروحون النار النار مارضت فيهم
1,يا الله استجب دعائي ياالله مادكيت بابك يوم ورحعتني خالية الوفاض
1,وعلي الله قصد السبيل
0,﻿عاهات
0,﻿ هذول مخانيث
1,اللهم ثبته دين الاسلام اللهم يا مقلب القلوب ثبت قلبي دينك
0,اقسى غربة الروح
0,قرف يقرف اللبنانيين شو تافهين
0,﻿انا متشائم رح اضل متشائم ينزلوا البنزين
1,ربنا يشفيهم
0,ناس تبي تتمصخر ماتدري شلون
1,انا انصح انسان لايكذب لان الكذب مداه قصير
1,يا سلام الوفاء اللي اتفقد عصرنا ويا حسرتاه الحب بات مجرد كلمات
1,اضيق العيش لولا فسحة الامل، الحمد لله
1,﻿اللهم نقي نفوسنا أجعلنا المخلصين سرا جهرا
1,أقدر الاخلاص الوفاء كبير
1,نعم البدايه كلهم اروع الروعة
1,اصدقاء اوفياء ونتعلم منهم
1,خت قرار كتير وبرجع تاني بحاول اتغير ومش عرفة
0,يا اخي اطلع صورتك بالمراية وشوف ادائك هوة اداء فني صوت مناسب تفضح حالك هيك برامج تافهة
1,اللهم انا نسالك رزقا حلال طيبا مباركا يعيننا علي طاعتك
0,﻿ عاهات وعهد الله عاهات ايه اللي خلاهم يغنو دول
0,﻿المفاعل النووي سيحتاج لشريك استراتيجي يمتلكه جزء كبير ستدفع الحكومة الأردنية ثمن الكهرباء لهذا المستثمر لذلك يوجد احتمال كبير ترتفع الفاتورة
1,يا شيخ خالد ربي يحفظك نبي منك طلب
1,﻿صباح الخير ياشيخ لكم كلماتك دائما تشعرني بالامان السكينة الرضي بما كتب الله
1,والله
1,اهم اشي اكون مبسوط
1,﻿صباحك مبروك عدوك مهلوك
1,﻿الذي طبعه رائع يتغير راح يبقه رائع
